customer_id,customer_name,segment,signup_date
C1804,Customer_804,Corporate,2023-11-07
C1805,Customer_805,Consumer,2023-06-20
C1806,Customer_806,Corporate,2021-10-30
C1807,Customer_807,Consumer,2021-11-13
C1808,Customer_808,Home Office,2022-11-29
C1809,Customer_809,Corporate,2020-04-13
C1810,Customer_810,Home Office,2020-09-25
C1811,Customer_811,Corporate,2021-12-10
C1812,Customer_812,Consumer,2020-09-20
C1813,Customer_813,Home Office,2021-06-24
C1814,Customer_814,Home Office,2022-09-18
C1815,Customer_815,Corporate,2023-04-25
C1816,Customer_816,Home Office,2022-11-27
C1817,Customer_817,Consumer,2022-12-20
C1818,Customer_818,Corporate,2022-09-12
C1819,Customer_819,Consumer,2021-05-06
C1820,Customer_820,Corporate,2021-02-07
C1821,Customer_821,Consumer,2022-01-29
C1822,Customer_822,Home Office,2020-05-18
C1823,Customer_823,Home Office,2021-12-08
C1824,Customer_824,Corporate,2022-05-29
C1825,Customer_825,Corporate,2023-11-28
C1826,Customer_826,Consumer,2022-04-15
C1827,Customer_827,Home Office,2022-10-14
C1828,Customer_828,Corporate,2022-08-11
C1829,Customer_829,Home Office,2022-08-08
C1830,Customer_830,Consumer,2023-07-31
C1831,Customer_831,Consumer,2022-11-17
C1832,Customer_832,Consumer,2023-10-12
C1833,Customer_833,Home Office,2023-10-20
C1834,Customer_834,Corporate,2021-10-28
C1835,Customer_835,Corporate,2020-01-31
C1836,Customer_836,Consumer,2021-09-08
C1837,Customer_837,Consumer,2020-09-29
C1838,Customer_838,Home Office,2022-06-04
C1839,Customer_839,Corporate,2021-03-26
C1840,Customer_840,Home Office,2022-05-17
C1841,Customer_841,Home Office,2021-05-28
C1842,Customer_842,Corporate,2020-12-08
C1843,Customer_843,Home Office,2020-07-31
C1844,Customer_844,Corporate,2020-01-27
C1845,Customer_845,Corporate,2022-07-01
C1846,Customer_846,Consumer,2023-05-23
C1847,Customer_847,Corporate,2020-05-03
C1848,Customer_848,Consumer,2020-04-20
C1849,Customer_849,Consumer,2020-03-02
C1850,Customer_850,Consumer,2022-04-10
C1851,Customer_851,Home Office,2022-04-04
C1852,Customer_852,Consumer,2023-03-07
C1853,Customer_853,Consumer,2023-10-04
C1854,Customer_854,Consumer,2021-07-25
C1855,Customer_855,Corporate,2024-01-24
C1856,Customer_856,Consumer,2020-05-08
C1857,Customer_857,Home Office,2023-02-20
C1858,Customer_858,Corporate,2022-09-24
C1859,Customer_859,Corporate,2023-06-10
C1860,Customer_860,Consumer,2022-03-16
C1861,Customer_861,Home Office,2023-01-08
C1862,Customer_862,Corporate,2020-09-24
C1863,Customer_863,Consumer,2022-07-07
C1864,Customer_864,Home Office,2020-06-27
C1865,Customer_865,Consumer,2023-10-13
C1866,Customer_866,Consumer,2022-09-19
C1867,Customer_867,Corporate,2020-01-04
C1868,Customer_868,Corporate,2020-08-10
C1869,Customer_869,Home Office,2020-09-11
C1870,Customer_870,Consumer,2022-08-22
C1871,Customer_871,Consumer,2021-06-09
C1872,Customer_872,Corporate,2020-03-21
C1873,Customer_873,Home Office,2023-10-31
C1874,Customer_874,Consumer,2020-05-15
C1875,Customer_875,Consumer,2022-01-24
C1876,Customer_876,Consumer,2020-10-16
C1877,Customer_877,Home Office,2023-10-27
C1878,Customer_878,Corporate,2023-08-17
C1879,Customer_879,Consumer,2021-02-12
C1880,Customer_880,Consumer,2021-01-02
C1881,Customer_881,Home Office,2020-10-20
C1882,Customer_882,Corporate,2022-06-17
C1883,Customer_883,Consumer,2020-07-12
C1884,Customer_884,Home Office,2020-01-28
C1885,Customer_885,Home Office,2023-09-15
C1886,Customer_886,Home Office,2023-11-20
C1887,Customer_887,Consumer,2021-06-29
C1888,Customer_888,Corporate,2021-02-11
C1889,Customer_889,Home Office,2022-01-02
C1890,Customer_890,Corporate,2023-11-12
C1891,Customer_891,Corporate,2021-11-07
C1892,Customer_892,Home Office,2022-09-14
C1893,Customer_893,Home Office,2020-12-19
C1894,Customer_894,Corporate,2020-01-05
C1895,Customer_895,Consumer,2020-03-19
C1896,Customer_896,Home Office,2021-07-03
C1897,Customer_897,Home Office,2023-10-20
C1898,Customer_898,Home Office,2022-01-12
C1899,Customer_899,Home Office,2021-07-01
C1900,Customer_900,Consumer,2020-06-13
C1901,Customer_901,Consumer,2021-03-14
C1902,Customer_902,Home Office,2021-02-11
C1903,Customer_903,Home Office,2022-10-27
C1904,Customer_904,Home Office,2023-03-18
C1905,Customer_905,Corporate,2022-10-08
C1906,Customer_906,Consumer,2021-06-16
C1907,Customer_907,Home Office,2020-02-03
C1908,Customer_908,Corporate,2020-12-31
C1909,Customer_909,Home Office,2022-03-17
C1910,Customer_910,Corporate,2023-09-16
C1911,Customer_911,Consumer,2021-05-18
C1912,Customer_912,Home Office,2024-01-27
C1913,Customer_913,Home Office,2023-04-20
C1914,Customer_914,Corporate,2022-06-28
C1915,Customer_915,Consumer,2021-12-27
C1916,Customer_916,Home Office,2022-08-24
C1917,Customer_917,Home Office,2021-09-21
C1918,Customer_918,Corporate,2021-05-10
C1919,Customer_919,Home Office,2021-05-27
C1920,Customer_920,Corporate,2023-11-27
C1921,Customer_921,Home Office,2022-02-03
C1922,Customer_922,Corporate,2022-03-25
C1923,Customer_923,Consumer,2021-01-25
C1924,Customer_924,Corporate,2023-09-24
C1925,Customer_925,Consumer,2020-11-27
C1926,Customer_926,Consumer,2022-11-12
C1927,Customer_927,Home Office,2022-09-08
C1928,Customer_928,Home Office,2020-05-02
C1929,Customer_929,Home Office,2023-09-26
C1930,Customer_930,Home Office,2023-10-19
C1931,Customer_931,Consumer,2021-12-04
C1932,Customer_932,Home Office,2023-08-30
C1933,Customer_933,Home Office,2020-02-27
C1934,Customer_934,Home Office,2023-01-01
C1935,Customer_935,Corporate,2023-06-09
C1936,Customer_936,Home Office,2022-10-25
C1937,Customer_937,Home Office,2023-02-13
C1938,Customer_938,Home Office,2023-08-27
C1939,Customer_939,Consumer,2021-05-27
C1940,Customer_940,Consumer,2020-02-22
C1941,Customer_941,Home Office,2022-01-07
C1942,Customer_942,Consumer,2021-10-07
C1943,Customer_943,Corporate,2022-08-22
C1944,Customer_944,Home Office,2022-04-01
C1945,Customer_945,Home Office,2020-09-17
C1946,Customer_946,Home Office,2022-09-27
C1947,Customer_947,Corporate,2023-11-12
C1948,Customer_948,Consumer,2023-07-16
C1949,Customer_949,Corporate,2023-02-20
C1950,Customer_950,Corporate,2022-07-09
C1951,Customer_951,Corporate,2023-07-18
C1952,Customer_952,Consumer,2023-06-13
C1953,Customer_953,Home Office,2022-07-06
C1954,Customer_954,Home Office,2021-06-07
C1955,Customer_955,Home Office,2022-12-26
C1956,Customer_956,Home Office,2021-04-23
C1957,Customer_957,Home Office,2022-08-27
C1958,Customer_958,Consumer,2021-03-25
C1959,Customer_959,Consumer,2022-06-18
C1960,Customer_960,Consumer,2022-11-13
C1961,Customer_961,Home Office,2021-04-16
C1962,Customer_962,Corporate,2023-01-07
C1963,Customer_963,Consumer,2024-02-02
C1964,Customer_964,Consumer,2020-11-08
C1965,Customer_965,Corporate,2024-01-11
C1966,Customer_966,Corporate,2023-10-20
C1967,Customer_967,Home Office,2022-07-19
C1968,Customer_968,Home Office,2022-11-21
C1969,Customer_969,Corporate,2020-09-07
C1970,Customer_970,Home Office,2021-06-04
C1971,Customer_971,Consumer,2023-08-14
C1972,Customer_972,Home Office,2021-10-20
C1973,Customer_973,Corporate,2022-05-17
C1974,Customer_974,Corporate,2023-09-14
C1975,Customer_975,Corporate,2022-08-01
C1976,Customer_976,Consumer,2021-03-17
C1977,Customer_977,Corporate,2020-01-14
C1978,Customer_978,Consumer,2022-06-09
C1979,Customer_979,Corporate,2023-02-05
C1980,Customer_980,Corporate,2022-10-27
C1981,Customer_981,Consumer,2021-03-26
C1982,Customer_982,Corporate,2020-05-31
C1983,Customer_983,Consumer,2022-07-31
C1984,Customer_984,Home Office,2024-01-17
C1985,Customer_985,Consumer,2023-12-10
C1986,Customer_986,Consumer,2020-12-23
C1987,Customer_987,Consumer,2021-12-06
C1988,Customer_988,Corporate,2021-10-25
C1989,Customer_989,Home Office,2022-03-11
C1990,Customer_990,Consumer,2023-03-24
C1991,Customer_991,Corporate,2021-08-07
C1992,Customer_992,Corporate,2021-09-02
C1993,Customer_993,Consumer,2020-11-03
C1994,Customer_994,Corporate,2020-10-06
C1995,Customer_995,Home Office,2023-09-02
C1996,Customer_996,Consumer,2023-12-27
C1997,Customer_997,Home Office,2023-01-22
C1998,Customer_998,Home Office,2022-06-19
C1999,Customer_999,Consumer,2022-01-17
C2000,Customer_1000,Consumer,2023-04-26
C2001,Customer_1001,Corporate,2020-09-20
C2002,Customer_1002,Consumer,2022-01-05
C2003,Customer_1003,Corporate,2021-09-01
C2004,Customer_1004,Corporate,2022-02-14
C2005,Customer_1005,Home Office,2023-07-28
C2006,Customer_1006,Corporate,2023-12-14
C2007,Customer_1007,Home Office,2021-09-06
C2008,Customer_1008,Corporate,2020-07-25
C2009,Customer_1009,Consumer,2021-02-03
C2010,Customer_1010,Corporate,2023-01-15
C2011,Customer_1011,Corporate,2024-01-06
C2012,Customer_1012,Home Office,2020-01-19
C2013,Customer_1013,Home Office,2022-04-05
C2014,Customer_1014,Home Office,2022-09-11
C2015,Customer_1015,Home Office,2023-01-08
C2016,Customer_1016,Corporate,2020-10-13
C2017,Customer_1017,Consumer,2023-02-15
C2018,Customer_1018,Consumer,2020-03-16
C2019,Customer_1019,Consumer,2020-05-31
C2020,Customer_1020,Consumer,2020-11-19
C2021,Customer_1021,Corporate,2023-04-17
C2022,Customer_1022,Corporate,2021-11-18
C2023,Customer_1023,Corporate,2023-11-21
C2024,Customer_1024,Corporate,2020-03-20
C2025,Customer_1025,Home Office,2022-03-31
C2026,Customer_1026,Corporate,2021-03-31
C2027,Customer_1027,Consumer,2023-11-19
C2028,Customer_1028,Consumer,2023-03-22
C2029,Customer_1029,Corporate,2023-09-11
C2030,Customer_1030,Corporate,2021-10-01
C2031,Customer_1031,Home Office,2023-03-23
C2032,Customer_1032,Home Office,2023-04-07
C2033,Customer_1033,Corporate,2021-02-26
C2034,Customer_1034,Consumer,2020-01-30
C2035,Customer_1035,Corporate,2023-08-06
C2036,Customer_1036,Home Office,2021-05-30
C2037,Customer_1037,Corporate,2020-03-30
C2038,Customer_1038,Home Office,2020-03-14
C2039,Customer_1039,Home Office,2020-07-11
C2040,Customer_1040,Home Office,2023-12-05
C2041,Customer_1041,Corporate,2023-02-23
C2042,Customer_1042,Home Office,2023-09-14
C2043,Customer_1043,Corporate,2021-10-15
C2044,Customer_1044,Consumer,2023-04-02
C2045,Customer_1045,Consumer,2022-04-29
C2046,Customer_1046,Home Office,2023-04-22
C2047,Customer_1047,Corporate,2024-01-20
C2048,Customer_1048,Corporate,2023-04-24
C2049,Customer_1049,Consumer,2020-12-25
C2050,Customer_1050,Home Office,2020-03-12
C2051,Customer_1051,Corporate,2021-07-30
C2052,Customer_1052,Consumer,2020-07-13
C2053,Customer_1053,Home Office,2021-12-12
C2054,Customer_1054,Corporate,2021-07-19
C2055,Customer_1055,Consumer,2020-05-18
C2056,Customer_1056,Home Office,2022-01-25
C2057,Customer_1057,Corporate,2022-10-25
C2058,Customer_1058,Home Office,2021-09-24
C2059,Customer_1059,Home Office,2023-09-14
C2060,Customer_1060,Corporate,2022-12-24
C2061,Customer_1061,Home Office,2020-04-07
C2062,Customer_1062,Consumer,2022-12-26
C2063,Customer_1063,Corporate,2020-11-25
C2064,Customer_1064,Corporate,2020-08-15
C2065,Customer_1065,Consumer,2021-07-18
C2066,Customer_1066,Home Office,2023-03-14
C2067,Customer_1067,Consumer,2022-07-27
C2068,Customer_1068,Home Office,2022-12-08
C2069,Customer_1069,Home Office,2023-01-13
C2070,Customer_1070,Corporate,2022-03-01
C2071,Customer_1071,Home Office,2020-05-08
C2072,Customer_1072,Home Office,2020-10-05
C2073,Customer_1073,Home Office,2020-05-08
C2074,Customer_1074,Corporate,2020-03-01
C2075,Customer_1075,Home Office,2022-07-24
C2076,Customer_1076,Corporate,2021-10-12
C2077,Customer_1077,Corporate,2024-01-24
C2078,Customer_1078,Home Office,2022-11-04
C2079,Customer_1079,Consumer,2023-06-29
C2080,Customer_1080,Corporate,2023-08-10
C2081,Customer_1081,Corporate,2022-06-14
C2082,Customer_1082,Home Office,2021-09-28
C2083,Customer_1083,Corporate,2021-02-01
C2084,Customer_1084,Home Office,2023-09-17
C2085,Customer_1085,Home Office,2022-10-29
C2086,Customer_1086,Home Office,2020-01-18
C2087,Customer_1087,Consumer,2023-11-22
C2088,Customer_1088,Consumer,2023-07-09
C2089,Customer_1089,Corporate,2023-10-27
C2090,Customer_1090,Consumer,2021-06-30
C2091,Customer_1091,Corporate,2023-04-11
C2092,Customer_1092,Corporate,2021-10-08
C2093,Customer_1093,Consumer,2020-08-03
C2094,Customer_1094,Home Office,2020-02-26
C2095,Customer_1095,Home Office,2021-04-18
C2096,Customer_1096,Consumer,2022-12-01
C2097,Customer_1097,Home Office,2022-09-11
C2098,Customer_1098,Home Office,2024-01-17
C2099,Customer_1099,Home Office,2021-10-21
C2100,Customer_1100,Corporate,2021-12-31
C2101,Customer_1101,Home Office,2022-09-15
C2102,Customer_1102,Corporate,2020-07-28
C2103,Customer_1103,Consumer,2022-03-01
C2104,Customer_1104,Home Office,2022-02-15
C2105,Customer_1105,Home Office,2022-08-14
C2106,Customer_1106,Corporate,2022-10-22
C2107,Customer_1107,Home Office,2022-07-25
C2108,Customer_1108,Home Office,2022-02-28
C2109,Customer_1109,Corporate,2023-06-02
C2110,Customer_1110,Home Office,2021-02-28
C2111,Customer_1111,Consumer,2022-04-08
C2112,Customer_1112,Consumer,2023-12-23
C2113,Customer_1113,Corporate,2023-08-29
C2114,Customer_1114,Home Office,2023-10-06
C2115,Customer_1115,Home Office,2021-06-13
C2116,Customer_1116,Consumer,2022-03-01
C2117,Customer_1117,Home Office,2022-07-13
C2118,Customer_1118,Corporate,2021-02-24
C2119,Customer_1119,Consumer,2023-12-02
C2120,Customer_1120,Consumer,2023-03-18
C2121,Customer_1121,Home Office,2020-07-02
C2122,Customer_1122,Consumer,2020-09-04
C2123,Customer_1123,Consumer,2023-06-06
C2124,Customer_1124,Consumer,2021-03-02
C2125,Customer_1125,Consumer,2023-08-31
C2126,Customer_1126,Home Office,2020-07-22
C2127,Customer_1127,Home Office,2023-03-08
C2128,Customer_1128,Home Office,2022-01-25
C2129,Customer_1129,Corporate,2021-02-08
C2130,Customer_1130,Corporate,2020-10-21
C2131,Customer_1131,Consumer,2021-07-21
C2132,Customer_1132,Home Office,2021-03-20
C2133,Customer_1133,Corporate,2023-01-03
C2134,Customer_1134,Corporate,2020-03-07
C2135,Customer_1135,Consumer,2023-05-23
C2136,Customer_1136,Corporate,2022-05-15
C2137,Customer_1137,Home Office,2020-04-29
C2138,Customer_1138,Home Office,2023-08-26
C2139,Customer_1139,Corporate,2021-10-19
C2140,Customer_1140,Home Office,2020-07-11
C2141,Customer_1141,Home Office,2023-04-24
C2142,Customer_1142,Corporate,2022-03-13
C2143,Customer_1143,Corporate,2023-12-12
C2144,Customer_1144,Corporate,2020-12-21
C2145,Customer_1145,Corporate,2020-04-01
C2146,Customer_1146,Corporate,2023-09-11
C2147,Customer_1147,Consumer,2021-06-27
C2148,Customer_1148,Home Office,2021-11-11
C2149,Customer_1149,Corporate,2021-10-22
C2150,Customer_1150,Home Office,2020-03-03
C2151,Customer_1151,Consumer,2021-03-09
C2152,Customer_1152,Corporate,2022-03-27
C2153,Customer_1153,Consumer,2022-08-16
C2154,Customer_1154,Home Office,2020-10-19
C2155,Customer_1155,Home Office,2022-03-07
C2156,Customer_1156,Consumer,2023-11-20
C2157,Customer_1157,Home Office,2020-12-15
C2158,Customer_1158,Corporate,2023-05-04
C2159,Customer_1159,Consumer,2022-06-18
C2160,Customer_1160,Consumer,2020-05-22
C2161,Customer_1161,Consumer,2023-03-28
C2162,Customer_1162,Corporate,2022-10-28
C2163,Customer_1163,Corporate,2020-07-18
C2164,Customer_1164,Consumer,2020-02-09
C2165,Customer_1165,Corporate,2020-07-20
C2166,Customer_1166,Home Office,2023-06-22
C2167,Customer_1167,Home Office,2021-04-18
C2168,Customer_1168,Corporate,2021-07-09
C2169,Customer_1169,Corporate,2021-08-26
C2170,Customer_1170,Home Office,2022-02-08
C2171,Customer_1171,Home Office,2024-02-01
C2172,Customer_1172,Consumer,2021-03-01
C2173,Customer_1173,Consumer,2021-12-21
C2174,Customer_1174,Consumer,2022-04-06
C2175,Customer_1175,Consumer,2022-08-19
C2176,Customer_1176,Home Office,2022-03-03
C2177,Customer_1177,Consumer,2022-01-30
C2178,Customer_1178,Home Office,2022-10-10
C2179,Customer_1179,Corporate,2021-10-02
C2180,Customer_1180,Home Office,2022-03-05
C2181,Customer_1181,Consumer,2021-01-03
C2182,Customer_1182,Home Office,2022-09-30
C2183,Customer_1183,Corporate,2022-11-05
C2184,Customer_1184,Home Office,2020-10-09
C2185,Customer_1185,Corporate,2021-01-16
C2186,Customer_1186,Consumer,2021-07-03
C2187,Customer_1187,Consumer,2021-03-03
C2188,Customer_1188,Corporate,2022-11-18
C2189,Customer_1189,Corporate,2022-02-14
C2190,Customer_1190,Corporate,2021-09-30
C2191,Customer_1191,Consumer,2023-09-14
C2192,Customer_1192,Consumer,2023-01-23
C2193,Customer_1193,Home Office,2022-09-26
C2194,Customer_1194,Home Office,2021-12-26
C2195,Customer_1195,Home Office,2022-03-23
C2196,Customer_1196,Home Office,2021-05-10
C2197,Customer_1197,Corporate,2020-04-01
C2198,Customer_1198,Home Office,2021-05-27
C2199,Customer_1199,Home Office,2023-05-08
